,project,group,sample,group_idx,type
1008,panlab,icc,120,36,IHC
936,panlab,icc,121,37,HE
937,panlab,icc,122,38,HE
938,panlab,icc,123,39,HE
939,panlab,icc,124,40,HE
940,panlab,icc,125,41,HE
941,panlab,icc,126,42,HE
942,panlab,icc,128,43,HE
943,panlab,icc,129,44,HE
1009,panlab,icc,130,45,IHC
944,panlab,icc,131,46,HE
945,panlab,icc,132,47,HE
946,panlab,icc,133,48,HE
948,panlab,icc,135,49,HE
949,panlab,icc,136,50,HE
950,panlab,icc,137,51,HE
951,panlab,icc,138,52,HE
952,panlab,icc,139,53,HE
1010,panlab,icc,140,54,IHC
953,panlab,icc,141,55,HE
954,panlab,icc,142,56,HE
955,panlab,icc,143,57,HE
956,panlab,icc,144,58,HE
957,panlab,icc,145,59,HE
958,panlab,icc,146,60,HE
959,panlab,icc,147,61,HE
960,panlab,icc,148,62,HE
961,panlab,icc,149,63,HE
1011,panlab,icc,150,64,IHC
962,panlab,icc,151,65,HE
963,panlab,icc,152,66,HE
964,panlab,icc,153,67,HE
965,panlab,icc,154,68,HE
966,panlab,icc,155,69,HE
967,panlab,icc,156,70,HE
968,panlab,icc,157,71,HE
969,panlab,icc,158,72,HE
970,panlab,icc,159,73,HE
1012,panlab,icc,160,74,IHC
972,panlab,icc,162,75,HE
973,panlab,icc,163,76,HE
974,panlab,icc,164,77,HE
975,panlab,icc,165,78,HE
976,panlab,icc,166,79,HE
977,panlab,icc,167,80,HE
978,panlab,icc,168,81,HE
979,panlab,icc,169,82,HE
1013,panlab,icc,170,83,IHC
980,panlab,icc,171,84,HE
981,panlab,icc,172,85,HE
982,panlab,icc,173,86,HE
983,panlab,icc,174,87,HE
984,panlab,icc,175,88,HE
985,panlab,icc,176,89,HE
986,panlab,icc,177,90,HE
987,panlab,icc,178,91,HE
1014,panlab,icc,180,92,IHC
1112,CRC,all,WD-76845-001,0,HE
1134,CRC,all,WD-76845-002,1,IHC
1113,CRC,all,WD-76845-006,2,HE
1135,CRC,all,WD-76845-007,3,IHC
1114,CRC,all,WD-76845-013,4,HE
1136,CRC,all,WD-76845-014,5,IHC
1115,CRC,all,WD-76845-019,6,HE
1137,CRC,all,WD-76845-020,7,IHC
1116,CRC,all,WD-76845-024,8,HE
1138,CRC,all,WD-76845-025,9,IHC
1117,CRC,all,WD-76845-028,10,HE
1139,CRC,all,WD-76845-029,11,IHC
1118,CRC,all,WD-76845-033,12,HE
1140,CRC,all,WD-76845-034,13,IHC
1119,CRC,all,WD-76845-038,14,HE
1141,CRC,all,WD-76845-039,15,IHC
1120,CRC,all,WD-76845-043,16,HE
1142,CRC,all,WD-76845-044,17,IHC
1121,CRC,all,WD-76845-048,18,HE
1143,CRC,all,WD-76845-049,19,IHC
1144,CRC,all,WD-76845-050,20,IHC
1145,CRC,all,WD-76845-051,21,IHC
1146,CRC,all,WD-76845-052,22,IHC
1122,CRC,all,WD-76845-053,23,HE
1147,CRC,all,WD-76845-054,24,IHC
1123,CRC,all,WD-76845-058,25,HE
1148,CRC,all,WD-76845-059,26,IHC
1124,CRC,all,WD-76845-063,27,HE
1149,CRC,all,WD-76845-064,28,IHC
1125,CRC,all,WD-76845-068,29,HE
1150,CRC,all,WD-76845-069,30,IHC
1126,CRC,all,WD-76845-073,31,HE
1151,CRC,all,WD-76845-074,32,IHC
1127,CRC,all,WD-76845-077,33,HE
1152,CRC,all,WD-76845-078,34,IHC
1128,CRC,all,WD-76845-083,35,HE
1153,CRC,all,WD-76845-084,36,IHC
1129,CRC,all,WD-76845-085,37,HE
1154,CRC,all,WD-76845-086,38,IHC
1130,CRC,all,WD-76845-090,39,HE
1155,CRC,all,WD-76845-091,40,IHC
1131,CRC,all,WD-76845-096,41,HE
1156,CRC,all,WD-76845-097,42,IHC
1132,CRC,all,WD-76845-101,43,HE
1157,CRC,all,WD-76845-102,44,IHC
1133,CRC,all,WD-76845-105,45,HE
1158,CRC,all,WD-76845-106,46,IHC
1260,ANHIR,COAD_16,HE,0,HE
1261,ANHIR,COAD_16,S5,1,HE
1262,ANHIR,COAD_16,S6,2,HE
1263,ANHIR,COAD_16,S7,3,HE
1191,ANHIR,COAD_03,HE,0,HE
1192,ANHIR,COAD_03,S2,1,HE
1193,ANHIR,COAD_03,S5,2,HE
1185,ANHIR,COAD_02,HE,0,HE
1186,ANHIR,COAD_02,S2,1,HE
1187,ANHIR,COAD_02,S3,2,HE
1188,ANHIR,COAD_02,S5,3,HE
1189,ANHIR,COAD_02,S6,4,HE
1190,ANHIR,COAD_02,S7,5,HE
1171,ANHIR,breast_4,ER,0,HE
1172,ANHIR,breast_4,HE,1,HE
1173,ANHIR,breast_4,HER2,2,HE
1174,ANHIR,breast_4,PR,3,HE
1289,ANHIR,gastric_1,CD1a,0,HE
1290,ANHIR,gastric_1,CD4,1,HE
1291,ANHIR,gastric_1,CD68,2,HE
1292,ANHIR,gastric_1,CD8,3,HE
1305,ANHIR,gastric_5,CD1a,0,HE
1306,ANHIR,gastric_5,CD4,1,HE
1307,ANHIR,gastric_5,CD68,2,HE
1308,ANHIR,gastric_5,CD8,3,HE
1309,ANHIR,gastric_5,EBV,4,HE
1357,ANHIR,lung-lesion_3,29-041-Izd2-w35-Cc10-5-les3,0,HE
1358,ANHIR,lung-lesion_3,29-041-Izd2-w35-CD31-3-les3,1,HE
1359,ANHIR,lung-lesion_3,29-041-Izd2-w35-He-les3,2,HE
1360,ANHIR,lung-lesion_3,29-041-Izd2-w35-Ki67-7-les3,3,HE
1361,ANHIR,lung-lesion_3,29-041-Izd2-w35-proSPC-4-les3,4,HE
1323,ANHIR,gastric_9,CD1a,0,HE
1324,ANHIR,gastric_9,CD4,1,HE
1325,ANHIR,gastric_9,CD68,2,HE
1326,ANHIR,gastric_9,CD8,3,HE
1240,ANHIR,COAD_12,HE,0,HE
1241,ANHIR,COAD_12,S1,1,HE
1242,ANHIR,COAD_12,S2,2,HE
1243,ANHIR,COAD_12,S3,3,HE
1244,ANHIR,COAD_12,S5,4,HE
1245,ANHIR,COAD_12,S6,5,HE
1246,ANHIR,COAD_12,S7,6,HE
1284,ANHIR,COAD_20,HE,0,HE
1285,ANHIR,COAD_20,S2,1,HE
1286,ANHIR,COAD_20,S5,2,HE
1287,ANHIR,COAD_20,S6,3,HE
1288,ANHIR,COAD_20,S7,4,HE
1372,ANHIR,lung-lobes_3,29-040-U-35W-Izd1-1-HE,0,HE
1373,ANHIR,lung-lobes_3,29-040-U-35W-Izd1-2-cd31,1,HE
1374,ANHIR,lung-lobes_3,29-040-U-35W-Izd1-3-Pro-SPC,2,HE
1375,ANHIR,lung-lobes_3,29-040-U-35W-Izd1-4-cc10,3,HE
1376,ANHIR,lung-lobes_3,29-040-U-35W-Izd1-6-ki67,4,HE
1203,ANHIR,COAD_06,HE,0,HE
1204,ANHIR,COAD_06,S2,1,HE
1205,ANHIR,COAD_06,S5,2,HE
1206,ANHIR,COAD_06,S6,3,HE
1207,ANHIR,COAD_06,S7,4,HE
1247,ANHIR,COAD_13,HE,0,HE
1248,ANHIR,COAD_13,S2,1,HE
1249,ANHIR,COAD_13,S5,2,HE
1250,ANHIR,COAD_13,S6,3,HE
1251,ANHIR,COAD_13,S7,4,HE
1264,ANHIR,COAD_17,HE,0,HE
1265,ANHIR,COAD_17,S1,1,HE
1266,ANHIR,COAD_17,S2,2,HE
1267,ANHIR,COAD_17,S3,3,HE
1268,ANHIR,COAD_17,S5,4,HE
1269,ANHIR,COAD_17,S6,5,HE
1270,ANHIR,COAD_17,S7,6,HE
1297,ANHIR,gastric_3,CD1a,0,HE
1298,ANHIR,gastric_3,CD4,1,HE
1299,ANHIR,gastric_3,CD68,2,HE
1300,ANHIR,gastric_3,CD8,3,HE
1226,ANHIR,COAD_10,HE,0,HE
1227,ANHIR,COAD_10,S1,1,HE
1228,ANHIR,COAD_10,S4,2,HE
1229,ANHIR,COAD_10,S5,3,HE
1230,ANHIR,COAD_10,S6,4,HE
1231,ANHIR,COAD_10,S7,5,HE
1232,ANHIR,COAD_10,S8,6,HE
1315,ANHIR,gastric_7,CD1a,0,HE
1316,ANHIR,gastric_7,CD4,1,HE
1317,ANHIR,gastric_7,CD68,2,HE
1318,ANHIR,gastric_7,CD8,3,HE
1362,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-1-HE,0,HE
1363,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-2-cd31,1,HE
1364,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-3-Pro-SPC,2,HE
1365,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-4-cc10,3,HE
1366,ANHIR,lung-lobes_1,29-039-U-35W-Izd1-6-ki67,4,HE
1219,ANHIR,COAD_09,HE,0,HE
1220,ANHIR,COAD_09,S1,1,HE
1221,ANHIR,COAD_09,S2,2,HE
1222,ANHIR,COAD_09,S3,3,HE
1223,ANHIR,COAD_09,S5,4,HE
1224,ANHIR,COAD_09,S6,5,HE
1225,ANHIR,COAD_09,S7,6,HE
1208,ANHIR,COAD_07,HE,0,HE
1209,ANHIR,COAD_07,S2,1,HE
1210,ANHIR,COAD_07,S5,2,HE
1211,ANHIR,COAD_07,S6,3,HE
1212,ANHIR,COAD_07,S7,4,HE
1276,ANHIR,COAD_19,HE,0,HE
1277,ANHIR,COAD_19,S1,1,HE
1278,ANHIR,COAD_19,S3,2,HE
1279,ANHIR,COAD_19,S4,3,HE
1280,ANHIR,COAD_19,S5,4,HE
1281,ANHIR,COAD_19,S6,5,HE
1282,ANHIR,COAD_19,S7,6,HE
1283,ANHIR,COAD_19,S8,7,HE
1233,ANHIR,COAD_11,HE,0,HE
1234,ANHIR,COAD_11,S1,1,HE
1235,ANHIR,COAD_11,S2,2,HE
1236,ANHIR,COAD_11,S3,3,HE
1237,ANHIR,COAD_11,S5,4,HE
1238,ANHIR,COAD_11,S6,5,HE
1239,ANHIR,COAD_11,S7,6,HE
1256,ANHIR,COAD_15,HE,0,HE
1257,ANHIR,COAD_15,S2,1,HE
1258,ANHIR,COAD_15,S5,2,HE
1259,ANHIR,COAD_15,S6,3,HE
1347,ANHIR,lung-lesion_1,29-041-Izd2-w35-Cc10-5-les1,0,HE
1348,ANHIR,lung-lesion_1,29-041-Izd2-w35-CD31-3-les1,1,HE
1349,ANHIR,lung-lesion_1,29-041-Izd2-w35-He-les1,2,HE
1350,ANHIR,lung-lesion_1,29-041-Izd2-w35-Ki67-7-les1,3,HE
1351,ANHIR,lung-lesion_1,29-041-Izd2-w35-proSPC-4-les1,4,HE
1331,ANHIR,kidney_2,HE,0,HE
1332,ANHIR,kidney_2,MAS,1,HE
1333,ANHIR,kidney_2,PASM,2,HE
1334,ANHIR,kidney_2,PAS,3,HE
1194,ANHIR,COAD_04,HE,0,HE
1195,ANHIR,COAD_04,S2,1,HE
1196,ANHIR,COAD_04,S5,2,HE
1327,ANHIR,kidney_1,HE,0,HE
1328,ANHIR,kidney_1,MAS,1,HE
1329,ANHIR,kidney_1,PASM,2,HE
1330,ANHIR,kidney_1,PAS,3,HE
1175,ANHIR,breast_5,ER,0,HE
1176,ANHIR,breast_5,HE,1,HE
1177,ANHIR,breast_5,HER2,2,HE
1178,ANHIR,breast_5,PR,3,HE
1197,ANHIR,COAD_05,HE,0,HE
1198,ANHIR,COAD_05,S2,1,HE
1199,ANHIR,COAD_05,S5,2,HE
1200,ANHIR,COAD_05,S5-v1,3,HE
1201,ANHIR,COAD_05,S6,4,HE
1202,ANHIR,COAD_05,S7,5,HE
1382,ANHIR,mammary-gland_1,s1_36-CNEU_A4926-4L,0,HE
1383,ANHIR,mammary-gland_1,s1_37-HE_A4926-4L,1,HE
1384,ANHIR,mammary-gland_1,s1_38-ER-A4962-4L,2,HE
1385,ANHIR,mammary-gland_1,s1-39-HE_A4926-4L,3,HE
1386,ANHIR,mammary-gland_1,s1_40-PR_A4926-4L,4,HE
1167,ANHIR,breast_3,ER,0,HE
1168,ANHIR,breast_3,HE,1,HE
1169,ANHIR,breast_3,HER2,2,HE
1170,ANHIR,breast_3,PR,3,HE
1159,ANHIR,breast_1,ER,0,HE
1160,ANHIR,breast_1,HE,1,HE
1161,ANHIR,breast_1,HER2,2,HE
1162,ANHIR,breast_1,PR,3,HE
1252,ANHIR,COAD_14,HE,0,HE
1253,ANHIR,COAD_14,S3,1,HE
1254,ANHIR,COAD_14,S5,2,HE
1255,ANHIR,COAD_14,S7,3,HE
1343,ANHIR,kidney_5,HE,0,HE
1344,ANHIR,kidney_5,MAS,1,HE
1345,ANHIR,kidney_5,PASM,2,HE
1346,ANHIR,kidney_5,PAS,3,HE
1387,ANHIR,mammary-gland_2,s2_61-HE_A4926-4L,0,HE
1388,ANHIR,mammary-gland_2,s2_62-ER_A4926-4L,1,HE
1389,ANHIR,mammary-gland_2,s2_63-HE_A4926-4L,2,HE
1390,ANHIR,mammary-gland_2,s2_64-PR_A4926-4L,3,HE
1391,ANHIR,mammary-gland_2,s2_66-CNEU_A4926-4L,4,HE
1392,ANHIR,mammary-gland_2,s2_67-HE_A4926-4L,5,HE
1393,ANHIR,mammary-gland_2,s2_68-ER-A4962-4L,6,HE
1394,ANHIR,mammary-gland_2,s2_70-PR_A4926-4L,7,HE
1310,ANHIR,gastric_6,CD1a,0,HE
1311,ANHIR,gastric_6,CD4,1,HE
1312,ANHIR,gastric_6,CD68,2,HE
1313,ANHIR,gastric_6,CD8,3,HE
1314,ANHIR,gastric_6,EBV,4,HE
1213,ANHIR,COAD_08,HE,0,HE
1214,ANHIR,COAD_08,S1,1,HE
1215,ANHIR,COAD_08,S3,2,HE
1216,ANHIR,COAD_08,S5,3,HE
1217,ANHIR,COAD_08,S6,4,HE
1218,ANHIR,COAD_08,S7,5,HE
1301,ANHIR,gastric_4,CD1a,0,HE
1302,ANHIR,gastric_4,CD4,1,HE
1303,ANHIR,gastric_4,CD68,2,HE
1304,ANHIR,gastric_4,CD8,3,HE
1179,ANHIR,COAD_01,HE,0,HE
1180,ANHIR,COAD_01,S1,1,HE
1181,ANHIR,COAD_01,S3,2,HE
1182,ANHIR,COAD_01,S4,3,HE
1183,ANHIR,COAD_01,S6,4,HE
1184,ANHIR,COAD_01,S7,5,HE
1395,ANHIR,mice-kidney_1,1_PAS,0,HE
1396,ANHIR,mice-kidney_1,2_aSMA,1,HE
1397,ANHIR,mice-kidney_1,3_PAS,2,HE
1398,ANHIR,mice-kidney_1,4_aSMA,3,HE
1399,ANHIR,mice-kidney_1,5_PAS,4,HE
1400,ANHIR,mice-kidney_1,6_CD31,5,HE
1401,ANHIR,mice-kidney_1,7_PAS,6,HE
1402,ANHIR,mice-kidney_1,8_CD31,7,HE
1403,ANHIR,mice-kidney_1,9_PAS,8,HE
1319,ANHIR,gastric_8,CD1a,0,HE
1320,ANHIR,gastric_8,CD4,1,HE
1321,ANHIR,gastric_8,CD8,2,HE
1322,ANHIR,gastric_8,EBV,3,HE
1163,ANHIR,breast_2,ER,0,HE
1164,ANHIR,breast_2,HE,1,HE
1165,ANHIR,breast_2,HER2,2,HE
1166,ANHIR,breast_2,PR,3,HE
1293,ANHIR,gastric_2,CD1a,0,HE
1294,ANHIR,gastric_2,CD4,1,HE
1295,ANHIR,gastric_2,CD68,2,HE
1296,ANHIR,gastric_2,CD8,3,HE
1335,ANHIR,kidney_3,HE,0,HE
1336,ANHIR,kidney_3,MAS,1,HE
1337,ANHIR,kidney_3,PASM,2,HE
1338,ANHIR,kidney_3,PAS,3,HE
1352,ANHIR,lung-lesion_2,29-041-Izd2-w35-Cc10-5-les2,0,HE
1353,ANHIR,lung-lesion_2,29-041-Izd2-w35-CD31-3-les2,1,HE
1354,ANHIR,lung-lesion_2,29-041-Izd2-w35-He-les2,2,HE
1355,ANHIR,lung-lesion_2,29-041-Izd2-w35-Ki67-7-les2,3,HE
1356,ANHIR,lung-lesion_2,29-041-Izd2-w35-proSPC-4-les2,4,HE
1377,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-1-HE,0,HE
1378,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-2-cd31,1,HE
1379,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-3-Pro-SPC,2,HE
1380,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-4-cc10,3,HE
1381,ANHIR,lung-lobes_4,29-040-U-35W-Izd2-6-ki67,4,HE
1367,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-1-HE,0,HE
1368,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-2-cd31,1,HE
1369,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-3-Pro-SPC,2,HE
1370,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-4-cc10,3,HE
1371,ANHIR,lung-lobes_2,29-039-U-35W-Izd2-6-ki67,4,HE
1339,ANHIR,kidney_4,HE,0,HE
1340,ANHIR,kidney_4,MAS,1,HE
1341,ANHIR,kidney_4,PASM,2,HE
1342,ANHIR,kidney_4,PAS,3,HE
1271,ANHIR,COAD_18,HE,0,HE
1272,ANHIR,COAD_18,S2,1,HE
1273,ANHIR,COAD_18,S5,2,HE
1274,ANHIR,COAD_18,S6,3,HE
1275,ANHIR,COAD_18,S7,4,HE
