,project,group,sample,group_idx,type
573,panlab,ALL-TLS_268,P1,1,P1
574,panlab,ALL-TLS_268,P2,2,P2
575,panlab,ALL-TLS_268,P3,3,P3
576,panlab,ALL-TLS_268,P4,4,P4
577,panlab,ALL-TLS_269,HE,0,HE
578,panlab,ALL-TLS_269,P1,1,P1
579,panlab,ALL-TLS_269,P2,2,P2
580,panlab,ALL-TLS_269,P3,3,P3
581,panlab,ALL-TLS_269,P4,4,P4
582,panlab,ALL-TLS_270-缺P3,HE,0,HE
583,panlab,ALL-TLS_270-缺P3,P1,1,P1
584,panlab,ALL-TLS_270-缺P3,P2,2,P2
585,panlab,ALL-TLS_270-缺P3,P3,3,P3
586,panlab,ALL-TLS_270-缺P3,P4,4,P4
587,panlab,ALL-TLS_274,HE,0,HE
588,panlab,ALL-TLS_274,P1,1,P1
589,panlab,ALL-TLS_274,P2,2,P2
590,panlab,ALL-TLS_274,P3,3,P3
591,panlab,ALL-TLS_274,P4,4,P4
592,panlab,ALL-TLS_275,HE,0,HE
593,panlab,ALL-TLS_275,P1,1,P1
594,panlab,ALL-TLS_275,P2,2,P2
595,panlab,ALL-TLS_275,P3,3,P3
596,panlab,ALL-TLS_275,P4,4,P4
597,panlab,ALL-TLS_276,HE,0,HE
598,panlab,ALL-TLS_276,P1,1,P1
599,panlab,ALL-TLS_276,P2,2,P2
600,panlab,ALL-TLS_276,P3,3,P3
601,panlab,ALL-TLS_276,P4,4,P4
602,panlab,ALL-TLS_277,HE,0,HE
603,panlab,ALL-TLS_277,P1,1,P1
604,panlab,ALL-TLS_277,P2,2,P2
605,panlab,ALL-TLS_277,P3,3,P3
606,panlab,ALL-TLS_277,P4,4,P4
607,panlab,ALL-TLS_278,HE,0,HE
608,panlab,ALL-TLS_278,P1,1,P1
609,panlab,ALL-TLS_278,P2,2,P2
610,panlab,ALL-TLS_278,P3,3,P3
611,panlab,ALL-TLS_278,P4,4,P4
612,panlab,ALL-TLS_281,HE,0,HE
613,panlab,ALL-TLS_281,P1,1,P1
614,panlab,ALL-TLS_281,P2,2,P2
615,panlab,ALL-TLS_281,P3,3,P3
616,panlab,ALL-TLS_281,P4,4,P4
617,panlab,ALL-TLS_283,HE,0,HE
618,panlab,ALL-TLS_283,P1,1,P1
619,panlab,ALL-TLS_283,P2,2,P2
620,panlab,ALL-TLS_283,P3,3,P3
621,panlab,ALL-TLS_283,P4,4,P4
622,panlab,ALL-TLS_284,HE,0,HE
623,panlab,ALL-TLS_284,P1,1,P1
624,panlab,ALL-TLS_284,P2,2,P2
625,panlab,ALL-TLS_284,P3,3,P3
626,panlab,ALL-TLS_284,P4,4,P4
627,panlab,ALL-TLS_286,HE,0,HE
628,panlab,ALL-TLS_286,P1,1,P1
629,panlab,ALL-TLS_286,P2,2,P2
630,panlab,ALL-TLS_286,P3,3,P3
631,panlab,ALL-TLS_286,P4,4,P4
632,panlab,ALL-TLS_287,HE,0,HE
633,panlab,ALL-TLS_287,P1,1,P1
634,panlab,ALL-TLS_287,P2,2,P2
635,panlab,ALL-TLS_287,P3,3,P3
636,panlab,ALL-TLS_287,P4,4,P4
637,panlab,ALL-TLS_288-缺P1,HE,0,HE
638,panlab,ALL-TLS_288-缺P1,P1,1,P1
639,panlab,ALL-TLS_288-缺P1,P2,2,P2
640,panlab,ALL-TLS_288-缺P1,P3,3,P3
641,panlab,ALL-TLS_288-缺P1,P4,4,P4
642,panlab,ALL-TLS_290,HE,0,HE
643,panlab,ALL-TLS_290,P1,1,P1
644,panlab,ALL-TLS_290,P2,2,P2
645,panlab,ALL-TLS_290,P3,3,P3
646,panlab,ALL-TLS_290,P4,4,P4
647,panlab,ALL-TLS_291,HE,0,HE
648,panlab,ALL-TLS_291,P1,1,P1
649,panlab,ALL-TLS_291,P2,2,P2
650,panlab,ALL-TLS_291,P3,3,P3
651,panlab,ALL-TLS_291,P4,4,P4
652,panlab,ALL-TLS_292,HE,0,HE
653,panlab,ALL-TLS_292,P1,1,P1
654,panlab,ALL-TLS_292,P2,2,P2
655,panlab,ALL-TLS_292,P3,3,P3
656,panlab,ALL-TLS_292,P4,4,P4
657,panlab,ALL-TLS_294-缺P3,HE,0,HE
658,panlab,ALL-TLS_294-缺P3,P1,1,P1
659,panlab,ALL-TLS_294-缺P3,P2,2,P2
660,panlab,ALL-TLS_294-缺P3,P3,3,P3
661,panlab,ALL-TLS_294-缺P3,P4,4,P4
662,panlab,ALL-TLS_297,HE,0,HE
663,panlab,ALL-TLS_297,P1,1,P1
664,panlab,ALL-TLS_297,P2,2,P2
665,panlab,ALL-TLS_297,P3,3,P3
666,panlab,ALL-TLS_297,P4,4,P4
667,panlab,ALL-TLS_299,HE,0,HE
668,panlab,ALL-TLS_299,P1,1,P1
669,panlab,ALL-TLS_299,P2,2,P2
670,panlab,ALL-TLS_299,P3,3,P3
671,panlab,ALL-TLS_299,P4,4,P4
672,panlab,ALL-TLS_302,HE,0,HE
673,panlab,ALL-TLS_302,P1,1,P1
674,panlab,ALL-TLS_302,P2,2,P2
675,panlab,ALL-TLS_302,P3,3,P3
676,panlab,ALL-TLS_302,P4,4,P4
677,panlab,ALL-TLS_303,HE,0,HE
678,panlab,ALL-TLS_303,P1,1,P1
679,panlab,ALL-TLS_303,P2,2,P2
680,panlab,ALL-TLS_303,P3,3,P3
681,panlab,ALL-TLS_303,P4,4,P4
682,panlab,ALL-TLS_304,HE,0,HE
683,panlab,ALL-TLS_304,P1,1,P1
684,panlab,ALL-TLS_304,P2,2,P2
685,panlab,ALL-TLS_304,P3,3,P3
686,panlab,ALL-TLS_304,P4,4,P4
687,panlab,ALL-TLS_305,HE,0,HE
688,panlab,ALL-TLS_305,P1,1,P1
689,panlab,ALL-TLS_305,P2,2,P2
690,panlab,ALL-TLS_305,P3,3,P3
691,panlab,ALL-TLS_305,P4,4,P4
692,panlab,ALL-TLS_307,HE,0,HE
693,panlab,ALL-TLS_307,P1,1,P1
694,panlab,ALL-TLS_307,P2,2,P2
695,panlab,ALL-TLS_307,P3,3,P3
696,panlab,ALL-TLS_307,P4,4,P4
697,panlab,ALL-TLS_308-FD,HE,0,HE
698,panlab,ALL-TLS_308-FD,P1,1,P1
699,panlab,ALL-TLS_308-FD,P2,2,P2
700,panlab,ALL-TLS_308-FD,P3,3,P3
701,panlab,ALL-TLS_308-FD,P4,4,P4
702,panlab,ALL-TLS_36,HE,0,HE
703,panlab,ALL-TLS_36,P1,1,P1
704,panlab,ALL-TLS_36,P2,2,P2
705,panlab,ALL-TLS_36,P3,3,P3
706,panlab,ALL-TLS_36,P4,4,P4
707,panlab,ALL-TLS_37,HE,0,HE
708,panlab,ALL-TLS_37,P1,1,P1
709,panlab,ALL-TLS_37,P2,2,P2
710,panlab,ALL-TLS_37,P3,3,P3
711,panlab,ALL-TLS_37,P4,4,P4
712,panlab,ALL-TLS_38,HE,0,HE
713,panlab,ALL-TLS_38,P1,1,P1
714,panlab,ALL-TLS_38,P2,2,P2
715,panlab,ALL-TLS_38,P3,3,P3
716,panlab,ALL-TLS_38,P4,4,P4
717,panlab,ALL-TLS_51,HE,0,HE
718,panlab,ALL-TLS_51,P1,1,P1
719,panlab,ALL-TLS_51,P2,2,P2
720,panlab,ALL-TLS_51,P3,3,P3
721,panlab,ALL-TLS_51,P4,4,P4
723,panlab,ALL-TLS_52,P1,0,P1
724,panlab,ALL-TLS_52,P2,1,P2
725,panlab,ALL-TLS_52,P3,2,P3
726,panlab,ALL-TLS_52,P4,3,P4
727,panlab,ALL-TLS_56,HE,0,HE
728,panlab,ALL-TLS_56,P1,1,P1
729,panlab,ALL-TLS_56,P2,2,P2
730,panlab,ALL-TLS_56,P3,3,P3
731,panlab,ALL-TLS_56,P4,4,P4
732,panlab,ALL-TLS_57,HE,0,HE
733,panlab,ALL-TLS_57,P1,1,P1
734,panlab,ALL-TLS_57,P2,2,P2
735,panlab,ALL-TLS_57,P3,3,P3
736,panlab,ALL-TLS_57,P4,4,P4
737,panlab,ALL-TLS_58,HE,0,HE
738,panlab,ALL-TLS_58,P1,1,P1
739,panlab,ALL-TLS_58,P2,2,P2
740,panlab,ALL-TLS_58,P3,3,P3
741,panlab,ALL-TLS_58,P4,4,P4
742,panlab,ALL-TLS_60,HE,0,HE
743,panlab,ALL-TLS_60,P1,1,P1
744,panlab,ALL-TLS_60,P2,2,P2
745,panlab,ALL-TLS_60,P3,3,P3
746,panlab,ALL-TLS_60,P4,4,P4
747,panlab,ALL-TLS_61,HE,0,HE
748,panlab,ALL-TLS_61,P1,1,P1
749,panlab,ALL-TLS_61,P2,2,P2
750,panlab,ALL-TLS_61,P3,3,P3
751,panlab,ALL-TLS_61,P4,4,P4
752,panlab,ALL-TLS_62,HE,0,HE
753,panlab,ALL-TLS_62,P1,1,P1
754,panlab,ALL-TLS_62,P2,2,P2
755,panlab,ALL-TLS_62,P3,3,P3
756,panlab,ALL-TLS_62,P4,4,P4
757,panlab,ALL-TLS_63,HE,0,HE
758,panlab,ALL-TLS_63,P1,1,P1
759,panlab,ALL-TLS_63,P2,2,P2
760,panlab,ALL-TLS_63,P3,3,P3
761,panlab,ALL-TLS_63,P4,4,P4
762,panlab,ALL-TLS_64,HE,0,HE
763,panlab,ALL-TLS_64,P1,1,P1
764,panlab,ALL-TLS_64,P2,2,P2
765,panlab,ALL-TLS_64,P3,3,P3
766,panlab,ALL-TLS_64,P4,4,P4
767,panlab,ALL-TLS_65,HE,0,HE
768,panlab,ALL-TLS_65,P1,1,P1
769,panlab,ALL-TLS_65,P2,2,P2
770,panlab,ALL-TLS_65,P3,3,P3
771,panlab,ALL-TLS_65,P4,4,P4
772,panlab,ALL-TLS_78,HE,0,HE
773,panlab,ALL-TLS_78,P1,1,P1
774,panlab,ALL-TLS_78,P2,2,P2
775,panlab,ALL-TLS_78,P3,3,P3
776,panlab,ALL-TLS_78,P4,4,P4
777,panlab,ALL-TLS_8,HE,0,HE
778,panlab,ALL-TLS_8,P1,1,P1
779,panlab,ALL-TLS_8,P2,2,P2
780,panlab,ALL-TLS_8,P3,3,P3
781,panlab,ALL-TLS_8,P4,4,P4
782,panlab,ALL-TLS_83,HE,0,HE
783,panlab,ALL-TLS_83,P1,1,P1
784,panlab,ALL-TLS_83,P2,2,P2
785,panlab,ALL-TLS_83,P3,3,P3
786,panlab,ALL-TLS_83,P4,4,P4
787,panlab,ALL-TLS_84,HE,0,HE
788,panlab,ALL-TLS_84,P1,1,P1
789,panlab,ALL-TLS_84,P2,2,P2
790,panlab,ALL-TLS_84,P3,3,P3
791,panlab,ALL-TLS_84,P4,4,P4
792,panlab,ALL-TLS_85,HE,0,HE
793,panlab,ALL-TLS_85,P1,1,P1
794,panlab,ALL-TLS_85,P2,2,P2
795,panlab,ALL-TLS_85,P4,3,P4
796,panlab,ALL-TLS_88,HE,0,HE
797,panlab,ALL-TLS_88,P1,1,P1
798,panlab,ALL-TLS_88,P2,2,P2
799,panlab,ALL-TLS_88,P3,3,P3
800,panlab,ALL-TLS_88,P4,4,P4
801,panlab,ALL-TLS_89,HE,0,HE
802,panlab,ALL-TLS_89,P1,1,P1
803,panlab,ALL-TLS_89,P2,2,P2
804,panlab,ALL-TLS_89,P3,3,P3
805,panlab,ALL-TLS_89,P4,4,P4
806,panlab,ALL-TLS_91,HE,0,HE
807,panlab,ALL-TLS_91,P1,1,P1
808,panlab,ALL-TLS_91,P2,2,P2
809,panlab,ALL-TLS_91,P3,3,P3
810,panlab,ALL-TLS_91,P4,4,P4
811,panlab,ALL-TLS_92,HE,0,HE
812,panlab,ALL-TLS_92,P1,1,P1
813,panlab,ALL-TLS_92,P2,2,P2
814,panlab,ALL-TLS_92,P3,3,P3
815,panlab,ALL-TLS_92,P4,4,P4
